"key";"source";"source_nom";"target";"target_nom";"distance_km";"premiere_annee";"derniere_annee";"n_annees";"conttype"
"1073-482";"1073";"Sint Maarten";"482";"Central African Republic (Ubangi Shari)";9152,75800399423;2010;2025;16;NA
"3386-94";"3386";"Svalbard Is.";"94";"Costa Rica";9152,96231957892;1925;1938;14;NA
"3353-4060";"4060";"Tristan da Cunha";"3353";"Dodecanese Is. (Aegean Is.)";9153,71785456432;1938;1938;1;NA
"2901-562";"2901";"Congress Poland";"562";"Natal";9153,85033363015;1839;1844;6;NA
"3504-9002";"9002";"Cocos (Keeling) Is.";"3504";"Samos";9154,3673311398;1879;1913;23;NA
"155-4782";"4782";"Oil Rivers Protectorate";"155";"Chile";9154,55822757794;1885;1899;15;NA
"115-3353";"3353";"Dodecanese Is. (Aegean Is.)";"115";"Surinam (Dutch Guiana)";9154,66764257398;1915;1938;24;NA
"730-9252";"9252";"Northern Cook Is.";"730";"Korea (Chosen)";9155,18338111192;1930;1930;1;NA
"20-6202";"6202";"Cyrenaica";"20";"Canada (Province of Canada)";9155,51160766715;1927;1930;3;NA
"255-8152";"8152";"Annam";"255";"Germany (Zollverein)";9156,06919931054;1892;1900;9;NA
"850-9994";"9994";"Ross Dependency";"850";"Indonesia (Dutch East Indies)";9156,50156695688;1928;1930;2;NA
"1032-369";"1032";"Turks and Caicos Is.";"369";"Ukraine";9156,93954964339;1918;1920;3;NA
"9002-9321";"9321";"Wallis and Futuna Is.";"9002";"Cocos (Keeling) Is.";9158,28816666084;1914;1933;19;NA
"1087-305";"1087";"Swan Is.";"305";"Austria";9159,16103262411;1930;1930;1;NA
"1081-225";"1081";"Mosquito Coast";"225";"Switzerland";9159,75546309822;1865;1867;2;NA
"700-9973";"9973";"Kerguelen Is.";"700";"Afghanistan";9161,40855712659;1912;1928;11;NA
"7506-904";"7506";"Hyderabad";"904";"Victoria";9161,45016809631;1867;1868;2;NA
"5518-824";"5518";"Northeastern Rhodesia";"824";"Sarawak";9161,81108769798;1906;1910;4;NA
"212-7502";"7502";"Nicobar Is.";"212";"Luxemburg";9162,46983235326;1843;1843;1;NA
"338-7110";"7110";"Kwanchowan";"338";"Malta";9162,47455562026;1898;1938;13;NA
"31-9601";"9601";"Society Is.";"31";"Bahamas";9162,83334095028;1883;1903;16;NA
"860-9601";"9601";"Society Is.";"860";"East Timor (Portuguese Timor)";9163,55806581954;1902;1903;2;NA
"5814-840";"5814";"Moheli";"840";"Philippines";9163,91851602578;1902;1903;2;NA
"2249-70";"2249";"Heligoland";"70";"Mexico";9164,0083759797;1841;1889;42;NA
"350-4060";"4060";"Tristan da Cunha";"350";"Greece";9166,94853074847;1869;1938;10;NA
"101-3363";"3363";"Memel";"101";"Venezuela";9167,01916740667;1920;1920;1;NA
"681-8560";"8560";"Ternate";"681";"Aden";9167,22647850377;1853;1853;1;NA
"40-4784";"4784";"Northern Nigeria (British Nigeria)";"40";"Cuba";9167,54656922815;1902;1913;9;NA
"1081-276";"1081";"Mosquito Coast";"276";"Lübeck";9167,9501557285;1865;1867;2;NA
"155-9205";"9205";"Auckland Is.";"155";"Chile";9168,38843316834;1903;1909;6;NA
"3349-8532";"8532";"Riau";"3349";"Ionian Is.";9169,34167473284;1838;1840;3;NA
"7588-912";"7588";"Baluchistan (Kalat)";"912";"New Guinea (German New Guinea) (Kaiser Wilhelmsland)";9169,76564451927;1923;1937;6;NA
"6811-740";"6811";"West Aden Protectorate";"740";"Japan";9170,12453530907;1937;1938;2;NA
"437-7506";"7506";"Hyderabad";"437";"Ivory Coast";9170,94356235984;1904;1904;1;NA
"9252-95";"9252";"Northern Cook Is.";"95";"Panama";9171,45560241688;1930;1930;1;NA
"380-8222";"8222";"Kedah";"380";"Sweden";9172,17611199995;1910;1910;1;NA
"553-7110";"7110";"Kwanchowan";"553";"Malawi (Nyasaland) (British Central Africa Protectorate)";9173,72787402001;1907;1938;12;NA
"256-7110";"7110";"Kwanchowan";"256";"Saar";9173,97674883187;1921;1935;7;NA
"115-3386";"3386";"Svalbard Is.";"115";"Surinam (Dutch Guiana)";9174,39069024027;1925;1938;14;NA
"511-8401";"8401";"Sulu Sultanate";"511";"Zanzibar";9174,88666468079;1842;1915;14;NA
"1055-5651";"5651";"Walvis Bay";"1055";"Windward Is.";9174,89573230336;1878;1884;7;NA
"6067-710";"6067";"Captaincy-general of north Africa";"710";"People's Republic of China (China)";9175,18438627637;1860;1913;52;NA
"3386-480";"3386";"Svalbard Is.";"480";"French Equatorial Africa";9175,43496834356;1925;1938;14;NA
"1033-346";"1033";"Cayman Is.";"346";"Bosnia-Herzegovina";9176,59439858234;1887;1907;3;NA
"100-2247";"2247";"Schleswig";"100";"Colombia (New Granada) (Gran Colombia)";9176,74939656799;1845;1867;13;NA
"811-9205";"9205";"Auckland Is.";"811";"Cambodia (Kampuchea)";9178,5174287965;1907;1909;3;NA
"4782-51";"4782";"Oil Rivers Protectorate";"51";"Jamaica";9179,18464142224;1885;1899;15;NA
"366-8221";"8221";"Johore";"366";"Estonia";9179,41705490309;1918;1923;6;NA
"155-9006";"9006";"Macquarie I.";"155";"Chile";9179,81303779983;1914;1914;1;NA
"7104-991";"7104";"Kwangtung Territory";"991";"American Samoa";9180,54128634886;1914;1938;25;NA
"101-2901";"2901";"Congress Poland";"101";"Venezuela";9180,7602497098;1833;1917;21;NA
"8221-955";"8221";"Johore";"955";"Tonga (Haʻapai)";9182,91697463623;1909;1923;15;NA
"6811-860";"6811";"West Aden Protectorate";"860";"East Timor (Portuguese Timor)";9183,37035254646;1937;1938;2;NA
"1033-6203";"6203";"Tripolitania (Regency of Tripoli)";"1033";"Cayman Is.";9184,21732030104;1913;1934;22;NA
"4060-51";"4060";"Tristan da Cunha";"51";"Jamaica";9184,55802879504;1869;1938;10;NA
"630-9973";"9973";"Kerguelen Is.";"630";"Iran (Persia)";9185,74503565605;1912;1928;11;NA
"2247-70";"2247";"Schleswig";"70";"Mexico";9186,24876740806;1845;1867;13;NA
"620-7110";"7110";"Kwanchowan";"620";"Libya";9186,83960091567;1934;1938;5;NA
"210-7502";"7502";"Nicobar Is.";"210";"Netherlands";9187,37786565811;1843;1843;1;NA
"541-8231";"8231";"Labuan I.";"541";"Mozambique (Portuguese East Africa)";9188,19872918223;1867;1889;21;NA
"2003-564";"2003";"Channel Is.";"564";"Orange Free State (Orange River Colony)";9189,34614486816;1897;1910;12;NA
"5201-840";"5201";"Italian East Africa";"840";"Philippines";9189,80352942394;1936;1938;3;NA
"810-9321";"9321";"Wallis and Futuna Is.";"810";"French Indochina";9190,32945177298;1914;1933;19;NA
"3353-740";"3353";"Dodecanese Is. (Aegean Is.)";"740";"Japan";9190,33033593336;1915;1938;24;NA
"1081-255";"1081";"Mosquito Coast";"255";"Germany (Zollverein)";9190,47528510332;1867;1867;1;NA
"2556-90";"2556";"Rhineland";"90";"Guatemala";9191,66818533246;1920;1920;1;NA
"1033-338";"1033";"Cayman Is.";"338";"Malta";9193,08250784378;1887;1938;29;NA
"411-7501";"7501";"Andaman Is.";"411";"Equatorial Guinea (Spanish Guinea)";9194,76186088447;1857;1860;3;NA
"1081-244";"1081";"Mosquito Coast";"244";"Brunswick";9195,46590738136;1867;1867;1;NA
"1019-651";"1019";"Rupert's Land";"651";"Egypt Arab Republic (Egypt)";9196,00464535212;1849;1869;21;NA
"225-7110";"7110";"Kwanchowan";"225";"Switzerland";9196,2895241488;1898;1938;13;NA
"100-2248";"2248";"Holstein";"100";"Colombia (New Granada) (Gran Colombia)";9196,45225618778;1844;1867;15;NA
"338-7352";"7352";"Vladivostok";"338";"Malta";9196,52073626473;1919;1922;4;NA
"2247-90";"2247";"Schleswig";"90";"Guatemala";9196,83470683247;1845;1867;13;NA
"385-8151";"8151";"Cochin China";"385";"Norway";9197,19101147088;1862;1938;65;NA
"3-7588";"7588";"Baluchistan (Kalat)";"3";"Alaska";9197,99220813269;1923;1937;6;NA
"6202-827";"6202";"Cyrenaica";"827";"Straits Settlements";9200,55994499943;1927;1930;3;NA
"6030-710";"6030";"Tetuan";"710";"People's Republic of China (China)";9200,68231423485;1860;1862;3;NA
"1023-4050";"4050";"St. Helena";"1023";"New Brunswick";9201,24398734816;1838;1867;27;NA
"1087-461";"1087";"Swan Is.";"461";"Togo (French Togoland)";9201,42981779886;1930;1930;1;NA
"511-9008";"9008";"Ashmore and Cartier Is";"511";"Zanzibar";9201,47894428838;1914;1914;1;NA
"367-8221";"8221";"Johore";"367";"Latvia";9202,06874715146;1918;1923;6;NA
"3363-572";"3363";"Memel";"572";"Eswatini (Swaziland)";9202,26368693612;1920;1920;1;NA
"5519-811";"5519";"Barotseland_North_Western Rhodesia (Northwestern Rhodesia)";"811";"Cambodia (Kampuchea)";9203,11674786724;1910;1910;1;NA
"501-9008";"9008";"Ashmore and Cartier Is";"501";"Kenya (British East Africa Protectorate)";9203,61709762303;1914;1914;1;NA
"4781-761";"4781";"Lagos";"761";"Sikkim";9205,18755033246;1863;1863;1;NA
"711-9004";"9004";"Norfolk I.";"711";"Manchukuo";9205,19042957148;1932;1938;7;NA
"1087-375";"1087";"Swan Is.";"375";"Finland";9205,37170522904;1930;1930;1;NA
"212-7110";"7110";"Kwanchowan";"212";"Luxemburg";9205,42949303334;1898;1938;13;NA
"200-8153";"8153";"Tonkin";"200";"United Kingdom";9207,97388107188;1885;1900;11;NA
"591-7111";"7111";"Manchuria";"591";"Seychelles";9208,37927118385;1910;1926;2;NA
"110-3362";"3362";"Wallachia";"110";"Guyana (British Guiana)";9208,3968806184;1837;1858;6;NA
"155-9462";"9462";"Malden I.";"155";"Chile";9209,3163656324;1882;1913;16;NA
"4535-750";"4535";"Dutch Posts (Gold Coast)";"750";"India";9209,72533549489;1869;1869;1;NA
"3551-41";"3551";"Eastern Rumelia";"41";"Haiti";9210,71140988142;1882;1884;3;NA
"3353-52";"3353";"Dodecanese Is. (Aegean Is.)";"52";"Trinidad and Tobago";9211,08075380056;1915;1938;24;NA
"380-5803";"5803";"St. Marie de Madagascar";"380";"Sweden";9211,73282272971;1884;1892;5;NA
"560-8225";"8225";"Trengganu";"560";"South Africa";9211,90032232491;1910;1910;1;NA
"1032-351";"1032";"Turks and Caicos Is.";"351";"Crete";9212,08091733521;1900;1913;14;NA
"461-9973";"9973";"Kerguelen Is.";"461";"Togo (French Togoland)";9212,35432101211;1923;1928;6;NA
"145-5614";"5614";"British Kaffraria";"145";"Bolivia";9214,53545402705;1861;1866;6;NA
"4535-93";"4535";"Dutch Posts (Gold Coast)";"93";"Nicaragua";9214,78413498168;1869;1869;1;NA
"20-7121";"7121";"Shangai";"20";"Canada (Province of Canada)";9214,88404486491;1863;1865;2;NA
"1058-651";"1058";"Barbuda";"651";"Egypt Arab Republic (Egypt)";9215,72196239191;1856;1859;4;NA
"1024-630";"1024";"Prince Edward Is.";"630";"Iran (Persia)";9215,88268055868;1842;1873;32;NA
"325-4060";"4060";"Tristan da Cunha";"325";"Italy";9216,40043749252;1869;1938;10;NA
"140-2556";"2556";"Rhineland";"140";"Brazil";9217,60518385558;1920;1920;1;NA
"6802-9008";"9008";"Ashmore and Cartier Is";"6802";"Perim I.";9217,84229340369;1914;1914;1;NA
"351-9002";"9002";"Cocos (Keeling) Is.";"351";"Crete";9218,12241781605;1901;1913;12;NA
"1161-600";"1161";"Buenos Aires";"600";"Morocco";9218,21368036023;1852;1860;9;NA
"850-9453";"9453";"Fanning I.";"850";"Indonesia (Dutch East Indies)";9219,50368926591;1904;1911;8;NA
"1081-280";"1081";"Mosquito Coast";"280";"Mecklenburg Schwerin";9220,62244198195;1865;1867;2;NA
"2249-92";"2249";"Heligoland";"92";"El Salvador";9220,86412303059;1868;1889;9;NA
"2249-815";"2249";"Heligoland";"815";"Vietnam";9221,20944428438;1855;1859;2;NA
"3386-95";"3386";"Svalbard Is.";"95";"Panama";9221,9003770076;1925;1938;14;NA
"5518-710";"5518";"Northeastern Rhodesia";"710";"People's Republic of China (China)";9224,1051657354;1906;1910;4;NA
"7010-9050";"9050";"Torres Strait Is.";"7010";"Kokand";9224,14861313927;1867;1867;1;NA
"5651-66";"5651";"Walvis Bay";"66";"Martinique";9225,05156251101;1878;1884;7;NA
"2556-94";"2556";"Rhineland";"94";"Costa Rica";9225,14386369686;1920;1920;1;NA
"402-7588";"7588";"Baluchistan (Kalat)";"402";"Cape Verde";9227,34519446356;1923;1937;6;NA
"1027-350";"1027";"British Columbia";"350";"Greece";9228,98191081868;1858;1870;10;NA
"4781-95";"4781";"Lagos";"95";"Panama";9229,01751322548;1903;1906;4;NA
"4783-95";"4783";"Southern Nigeria (Niger Coast Protectorate)";"95";"Panama";9229,01751322548;1903;1913;11;NA
"1087-325";"1087";"Swan Is.";"325";"Italy";9229,28392211045;1930;1930;1;NA
"3362-41";"3362";"Wallachia";"41";"Haiti";9229,36386818885;1837;1858;6;NA
"902-9462";"9462";"Malden I.";"902";"Western Australia";9229,76012137243;1882;1901;4;NA
"1081-380";"1081";"Mosquito Coast";"380";"Sweden";9231,16975263088;1865;1867;2;NA
"130-9252";"9252";"Northern Cook Is.";"130";"Ecuador";9232,05766276925;1930;1930;1;NA
"325-8152";"8152";"Annam";"325";"Italy";9232,32928822151;1892;1900;9;NA
"6067-780";"6067";"Captaincy-general of north Africa";"780";"Sri Lanka (Ceylon)";9232,496615027;1860;1913;52;NA
"1032-471";"1032";"Turks and Caicos Is.";"471";"Cameroun (French Cameroon)";9234,50798663724;1919;1938;20;NA
"7111-991";"7111";"Manchuria";"991";"American Samoa";9234,67034381974;1926;1926;1;NA
"368-8221";"8221";"Johore";"368";"Lithuania";9235,28603241538;1918;1923;6;NA
"1023-7020";"7020";"Bokhara";"1023";"New Brunswick";9236,19480523628;1838;1867;27;NA
"620-7104";"7104";"Kwangtung Territory";"620";"Libya";9236,9818192825;1934;1938;5;NA
"1027-3349";"3349";"Ionian Is.";"1027";"British Columbia";9237,41443202962;1858;1864;4;NA
"4050-7588";"7588";"Baluchistan (Kalat)";"4050";"St. Helena";9237,48436414083;1923;1937;6;NA
"1027-338";"1027";"British Columbia";"338";"Malta";9238,05023984737;1858;1870;10;NA
"1022-7020";"7020";"Bokhara";"1022";"Nova Scotia";9238,11707431986;1837;1867;27;NA
"7105-955";"7105";"Weihaiwei";"955";"Tonga (Haʻapai)";9238,23194259373;1909;1930;22;NA
"6030-780";"6030";"Tetuan";"780";"Sri Lanka (Ceylon)";9238,35925695485;1860;1862;3;NA
"2901-752";"2901";"Congress Poland";"752";"Portuguese India";9238,36452405936;1833;1917;9;NA
"1087-291";"1087";"Swan Is.";"291";"Danzig (Free City of Danzig)";9238,40461761911;1930;1930;1;NA
"698-9820";"9820";"Mariana Is.";"698";"Oman (Sultanate of Muscat and Oman)";9238,55172613717;1866;1885;8;NA
"2249-89";"2249";"Heligoland";"89";"United States of Central America";9239,40602901735;1841;1841;1;NA
"616-8153";"8153";"Tonkin";"616";"Tunisia (Regency of Tunis)";9239,54679774697;1885;1900;11;NA
"2249-94";"2249";"Heligoland";"94";"Costa Rica";9239,6490601534;1867;1889;12;NA
"402-9610";"9610";"Clipperton I.";"402";"Cape Verde";9242,98860674902;1857;1858;2;NA
"5813-713";"5813";"Anjouan";"713";"Republic of China (Taiwan) (Formosa)";9243,55830379315;1902;1903;2;NA
"6203-7120";"7120";"Kiauchau";"6203";"Tripolitania (Regency of Tripoli)";9243,66738063501;1912;1913;2;NA
"1163-4784";"4784";"Northern Nigeria (British Nigeria)";"1163";"Falkland Is.";9246,85385085779;1902;1913;9;NA
"3504-68";"3504";"Samos";"68";"Netherlands Antilles";9247,02338234622;1879;1913;31;NA
"338-8222";"8222";"Kedah";"338";"Malta";9247,07946084375;1910;1910;1;NA
"2556-721";"2556";"Rhineland";"721";"Macao";9247,22652356378;1920;1920;1;NA
"935-9973";"9973";"Kerguelen Is.";"935";"Vanuatu (New Hebrides)";9247,50600021851;1912;1928;11;NA
"823-9252";"9252";"Northern Cook Is.";"823";"Sabah (North Borneo)";9247,70807274085;1930;1930;1;NA
"300-8218";"8218";"Manjung (Dindings)";"300";"Austria-Hungary (Austrian Empire)";9247,83871398084;1910;1910;1;NA
"2903-561";"2903";"Cracow (Free City of Cracow)";"561";"Cape Colony (Cape of Good Hope)";9248,32859489527;1833;1843;3;NA
"730-9462";"9462";"Malden I.";"730";"Korea (Chosen)";9248,68292436282;1899;1913;15;NA
"220-5614";"5614";"British Kaffraria";"220";"France";9249,66180285366;1861;1866;6;NA
"2903-7";"2903";"Cracow (Free City of Cracow)";"7";"Texas";9249,71374682197;1843;1843;1;NA
"5201-730";"5201";"Italian East Africa";"730";"Korea (Chosen)";9250,18459935643;1936;1938;3;NA
"230-7111";"7111";"Manchuria";"230";"Spain";9250,26656182778;1910;1926;2;NA
"375-8221";"8221";"Johore";"375";"Finland";9250,68942114377;1917;1923;7;NA
"840-9462";"9462";"Malden I.";"840";"Philippines";9250,82490769226;1882;1913;16;NA
"20-9201";"9201";"Tokelau Is.";"20";"Canada (Province of Canada)";9251,62823199792;1912;1914;2;NA
"3386-5403";"5403";"Cabinda (Portuguese Congo)";"3386";"Svalbard Is.";9252,06617039802;1926;1938;13;NA
"9252-96";"9252";"Northern Cook Is.";"96";"Panama Canal Zone";9252,15684760673;1930;1930;1;NA
"2556-92";"2556";"Rhineland";"92";"El Salvador";9252,86602213717;1920;1920;1;NA
"562-8151";"8151";"Cochin China";"562";"Natal";9252,87268052815;1862;1910;37;NA
"2248-90";"2248";"Holstein";"90";"Guatemala";9254,72041873828;1844;1867;15;NA
"3504-4060";"4060";"Tristan da Cunha";"3504";"Samos";9257,10310094006;1891;1892;2;NA
"211-7110";"7110";"Kwanchowan";"211";"Belgium";9259,21835896512;1898;1938;13;NA
"300-8223";"8223";"Kelantan";"300";"Austria-Hungary (Austrian Empire)";9259,68877064988;1910;1910;1;NA
"211-7502";"7502";"Nicobar Is.";"211";"Belgium";9260,32311380268;1843;1843;1;NA
"385-5801";"5801";"Nossi Be";"385";"Norway";9260,78494048242;1884;1896;13;NA
"338-8152";"8152";"Annam";"338";"Malta";9260,95760855997;1892;1900;9;NA
"490-8151";"8151";"Cochin China";"490";"Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)";9261,18056836457;1886;1938;49;NA
"21-4050";"4050";"St. Helena";"21";"Newfoundland and Labrador (Newfoundland)";9262,21263981106;1836;1938;98;NA
"3386-5011";"5011";"Kenya Protectorate";"3386";"Svalbard Is.";9262,51739407215;1928;1928;1;NA
"3386-501";"3386";"Svalbard Is.";"501";"Kenya (British East Africa Protectorate)";9263,21502788164;1925;1938;14;NA
"11-7110";"7110";"Kwanchowan";"11";"Faeroe Is.";9263,37729777831;1898;1938;13;NA
"1025-630";"1025";"Quebec (Lower Canada)";"630";"Iran (Persia)";9263,65845477931;1833;1841;7;NA
"5519-8151";"8151";"Cochin China";"5519";"Barotseland_North_Western Rhodesia (Northwestern Rhodesia)";9263,73277813272;1910;1910;1;NA
"135-9994";"9994";"Ross Dependency";"135";"Peru";9265,55682686598;1928;1930;2;NA
"2248-70";"2248";"Holstein";"70";"Mexico";9265,5750052944;1844;1867;15;NA
"1027-616";"1027";"British Columbia";"616";"Tunisia (Regency of Tunis)";9265,57953348737;1858;1870;10;NA
"10210-484";"10210";"Labrador";"484";"Congo (Brazzaville) (French Congo) (Middle Congo)";9265,74087655738;1884;1900;4;NA
"70-9321";"9321";"Wallis and Futuna Is.";"70";"Mexico";9266,85074734421;1914;1933;19;NA
"940-9973";"9973";"Kerguelen Is.";"940";"Solomon Islands (British Solomon Islands Protectorate)";9268,90275999544;1914;1928;9;NA
"912-9620";"9620";"Pitcairn Is.";"912";"New Guinea (German New Guinea) (Kaiser Wilhelmsland)";9269,42768661846;1920;1938;19;NA
"3363-752";"3363";"Memel";"752";"Portuguese India";9269,52963834503;1920;1920;1;NA
"1032-3504";"3504";"Samos";"1032";"Turks and Caicos Is.";9271,17380159079;1879;1913;27;NA
"2-3551";"3551";"Eastern Rumelia";"2";"United States of America";9271,46549734489;1882;1884;3;NA
"135-4782";"4782";"Oil Rivers Protectorate";"135";"Peru";9271,5476643396;1885;1899;15;NA
"101-3349";"3349";"Ionian Is.";"101";"Venezuela";9272,71339394981;1833;1864;32;NA
"2556-585";"2556";"Rhineland";"585";"Reunion (Bourbon I.)";9273,2101279615;1920;1920;1;NA
"713-9252";"9252";"Northern Cook Is.";"713";"Republic of China (Taiwan) (Formosa)";9274,51006571686;1930;1930;1;NA
"2-9201";"9201";"Tokelau Is.";"2";"United States of America";9274,54589451588;1912;1914;2;NA
"239-8151";"8151";"Cochin China";"239";"Prussia";9275,99867247557;1862;1871;8;NA
"1163-490";"1163";"Falkland Is.";"490";"Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)";9276,18769318277;1886;2025;121;NA
"21-7352";"7352";"Vladivostok";"21";"Newfoundland and Labrador (Newfoundland)";9277,59046112465;1919;1922;4;NA
"115-3361";"3361";"Moldavia";"115";"Surinam (Dutch Guiana)";9277,67449588498;1845;1858;9;NA
"165-6030";"6030";"Tetuan";"165";"Uruguay";9277,7217103814;1860;1862;3;NA
"5803-904";"5803";"St. Marie de Madagascar";"904";"Victoria";9278,04037957546;1884;1892;5;NA
"823-9453";"9453";"Fanning I.";"823";"Sabah (North Borneo)";9278,14060057613;1904;1911;8;NA
"2556-720";"2556";"Rhineland";"720";"Hong Kong";9278,83423640304;1920;1920;1;NA
"4348-761";"4348";"Porto Novo";"761";"Sikkim";9280,65160451326;1863;1863;1;NA
"10210-531";"10210";"Labrador";"531";"Eritrea";9282,50636940562;1888;1900;4;NA
"2003-570";"2003";"Channel Is.";"570";"Lesotho (Basutoland)";9282,64618949607;1909;1935;27;NA
"616-7104";"7104";"Kwangtung Territory";"616";"Tunisia (Regency of Tunis)";9283,68317382921;1906;1938;33;NA
"2556-590";"2556";"Rhineland";"590";"Mauritius";9284,98798951769;1920;1920;1;NA
"232-7105";"7105";"Weihaiwei";"232";"Andorra";9285,2849411151;1905;1930;25;NA
"6203-7105";"7105";"Weihaiwei";"6203";"Tripolitania (Regency of Tripoli)";9285,47817831791;1912;1930;19;NA
"452-9973";"9973";"Kerguelen Is.";"452";"Ghana (Gold Coast)";9287,70812494574;1912;1928;11;NA
"232-7352";"7352";"Vladivostok";"232";"Andorra";9288,37475733307;1919;1922;4;NA
"110-3504";"3504";"Samos";"110";"Guyana (British Guiana)";9290,15807458031;1879;1913;31;NA
"369-9002";"9002";"Cocos (Keeling) Is.";"369";"Ukraine";9291,83889262991;1918;1920;3;NA
"20-7010";"7010";"Kokand";"20";"Canada (Province of Canada)";9291,9911452403;1842;1867;26;NA
"2903-752";"2903";"Cracow (Free City of Cracow)";"752";"Portuguese India";9292,6127679554;1833;1834;2;NA
"1048-565";"1048";"Trinidad";"565";"Namibia (South West Africa) (German South West Africa)";9293,79437282869;1885;1889;5;NA
"3-6202";"6202";"Cyrenaica";"3";"Alaska";9293,98172902322;1927;1930;3;NA
"9050-9974";"9974";"Crozet Is.";"9050";"Torres Strait Is.";9294,55484195901;1867;1868;2;NA
"1087-616";"1087";"Swan Is.";"616";"Tunisia (Regency of Tunis)";9295,11043677818;1930;1930;1;NA
"3361-41";"3361";"Moldavia";"41";"Haiti";9295,6664356413;1834;1858;10;NA
"232-7120";"7120";"Kiauchau";"232";"Andorra";9295,93537770165;1898;1913;16;NA
