id,year,nbGPHAutonomousCited,nbReportingFT,nbReportingBilateral,nbReportingByAggregation,nbReportingBySplit,worldBilateral,worldFT,inFTNotInBilateral,inBilateralNotInFT,reportedNetworkDensity,generatedNetworkDensity,discarded_flows,discarded_value,failed_flows,failed_value,generated_by_aggregation_flows,generated_by_aggregation_value,generated_by_years_ratio_flows,generated_by_years_ratio_value,good_as_reported_flows,good_as_reported_value
,1902,177,125,94,4,0,4151135790.5710244,4183265594.4777045,"British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malaysia (British Malaya)|Nepal|Nigeria|Seychelles|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Aden|Gibraltar|Guam|Hong Kong|Philippines|Kingdom of Serbia|Uganda|German East Africa|Luxemburg|French West Africa|Malta|Montenegro|Samos|Cape Colony (Cape of Good Hope)|Faeroe Is.|Natal|Straits Settlements|Cochin China|Maldive Islands|Hawaii (Sandwich Is.)|New Caledonia|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Samoa (Western Samoa) (German Samoa)|Kiauchau|Greenland|St. Helena|Windward Is.|Perim I.|Bosnia-Herzegovina|Monaco|Orange Free State (Orange River Colony)|Transvaal (South African Republic)|Lagos|Congo (Brazzaville) (French Congo) (Middle Congo)|Andorra|Puerto Rico|Federated Malay States|Johore|Fiji|Malden I.|Southern Nigeria (Niger Coast Protectorate)|Hyderabad|Macao|Oman (Sultanate of Muscat and Oman)|Channel Is.|Ascension I.|Papua (British New Guinea)|Kelantan|Aceh|Bali|Ivory Coast|Anjouan|Moheli|Kenya (British East Africa Protectorate)|Northern Nigeria (British Nigeria)|Norfolk I.|Marshall Is.|East Timor (Portuguese Timor)|Society Is.|Bahrain|Annam|Cambodia (Kampuchea)|Kwanchowan|Tonkin|Comoros|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Cocos (Keeling) Is.|Laos|Equatorial Guinea (Spanish Guinea)|Captaincy-general of north Africa,0.013755339106837518,0.029685984933243828,1096,794817660.641987,566,154441895.53967887,257,532049987.23702484,159,45336931.751963206,3055,3573748871.582039
,1903,184,125,97,4,0,4504213101.430971,4456244482.720202,"British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malaysia (British Malaya)|Nepal|Nigeria|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Kingdom of Serbia|Gibraltar|Cape Colony (Cape of Good Hope)|Windward Is.|Transvaal (South African Republic)|Uganda|German East Africa|Luxemburg|French West Africa|Malta|Montenegro|Samos|Philippines|Aden|Fiji|Hong Kong|Hawaii (Sandwich Is.)|Puerto Rico|Andorra|Lagos|Congo (Brazzaville) (French Congo) (Middle Congo)|Ivory Coast|Anjouan|Moheli|New Caledonia|Natal|Straits Settlements|Cochin China|Maldive Islands|Samoa (Western Samoa) (German Samoa)|Kiauchau|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Perim I.|Hyderabad|Auckland Is.|Monaco|Orange Free State (Orange River Colony)|Federated Malay States|Johore|Malden I.|Zimbabwe (Rhodesia) (Southern Rhodesia)|Kenya (British East Africa Protectorate)|Southern Nigeria (Niger Coast Protectorate)|Bosnia-Herzegovina|Macao|Oman (Sultanate of Muscat and Oman)|Channel Is.|Ascension I.|St. Helena|Papua (British New Guinea)|Kelantan|Bali|Sulu Sultanate|Manjung (Dindings)|Faeroe Is.|Panama|Greenland|Lüshun Port (Port Arthur)|Northern Nigeria (British Nigeria)|Alaska|Norfolk I.|Marshall Is.|Society Is.|East Timor (Portuguese Timor)|Guam|Bahrain|Comoros|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Tonkin|Annam|Cambodia (Kampuchea)|Cocos (Keeling) Is.|Laos|Kwanchowan|Captaincy-general of north Africa|Equatorial Guinea (Spanish Guinea),0.014042630130381501,0.02901851948822677,1181,849098210.2096304,588,158865496.80436158,264,546239154.0671256,155,50560817.64612614,3214,3907413129.717719
,1904,179,125,96,3,0,4618979020.27191,4622307148.227086,"British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malaysia (British Malaya)|Nepal|Nigeria|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Kingdom of Serbia|Uganda|German East Africa|Luxemburg|French West Africa|Gibraltar|Malta|Montenegro|Samos|Philippines|Cape Colony (Cape of Good Hope)|Fiji|Hong Kong|Hawaii (Sandwich Is.)|Puerto Rico|Panama|Faeroe Is.|Ivory Coast|Lagos|Aden|New Caledonia|Transvaal (South African Republic)|St. Helena|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Samoa (Western Samoa) (German Samoa)|Kiauchau|Perim I.|Straits Settlements|Hyderabad|Natal|Northern Nigeria (British Nigeria)|Southern Nigeria (Niger Coast Protectorate)|Monaco|Orange Free State (Orange River Colony)|Federated Malay States|Johore|Malden I.|Northeastern Rhodesia|Oman (Sultanate of Muscat and Oman)|Channel Is.|Ascension I.|Papua (British New Guinea)|Macao|Cochin China|Kelantan|Bali|Sulu Sultanate|Manjung (Dindings)|Greenland|Maldive Islands|Congo (Brazzaville) (French Congo) (Middle Congo)|Kenya (British East Africa Protectorate)|Windward Is.|Bahrain|Andorra|Bosnia-Herzegovina|Alaska|Norfolk I.|East Timor (Portuguese Timor)|Marshall Is.|Fanning I.|Guam|Baluchistan (Kalat)|Comoros|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Tonkin|Annam|Cambodia (Kampuchea)|Cocos (Keeling) Is.|Laos|Captaincy-general of north Africa,0.01578754770244132,0.03185185185185185,1177,865575850.9262439,569,166168975.05196607,241,556702656.1030866,169,47580576.35657321,3264,4014695787.812248
,1905,181,125,101,3,0,5047309207.503332,5012751801.034184,"British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malaysia (British Malaya)|Nepal|Nigeria|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Cape Colony (Cape of Good Hope)|Natal|Aden|Hong Kong|Maldive Islands|Straits Settlements|Gibraltar|Malta|Cochin China|Philippines|Fiji|Kingdom of Serbia|Transvaal (South African Republic)|Northeastern Rhodesia|German East Africa|Uganda|Luxemburg|French West Africa|Montenegro|Samos|Hawaii (Sandwich Is.)|Panama|Bosnia-Herzegovina|Puerto Rico|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Kelantan|Johore|Bali|Sulu Sultanate|Lagos|Southern Nigeria (Niger Coast Protectorate)|Kenya (British East Africa Protectorate)|Samoa (Western Samoa) (German Samoa)|Kiauchau|Northern Nigeria (British Nigeria)|Monaco|New Caledonia|Orange Free State (Orange River Colony)|Malden I.|Norfolk I.|Papua (British New Guinea)|Alaska|Congo (Brazzaville) (French Congo) (Middle Congo)|Greenland|Macao|Marshall Is.|Socotra I.|Faeroe Is.|Federated Malay States|Perim I.|Channel Is.|Ascension I.|St. Helena|Oman (Sultanate of Muscat and Oman)|Weihaiwei|Andorra|Hyderabad|Windward Is.|Auckland Is.|Bahrain|Tonga (Haʻapai)|Fanning I.|East Timor (Portuguese Timor)|Guam|Cocos (Keeling) Is.|Annam|Cambodia (Kampuchea)|Laos|Tonkin|Comoros|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Equatorial Guinea (Spanish Guinea)|Captaincy-general of north Africa,0.01543435298161196,0.030563264736171474,1065,879834478.6114473,604,166050148.97606194,235,599234359.9005352,144,30568326.55392637,3511,4417506521.048865
,1906,185,127,100,2,0,5419857726.279597,5514022958.087851,"British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malaysia (British Malaya)|Nepal|Nigeria|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Malta|Gibraltar|Windward Is.|Philippines|Hong Kong|Hawaii (Sandwich Is.)|Guam|Straits Settlements|German East Africa|Uganda|Cape Colony (Cape of Good Hope)|Kwangtung Territory|Kingdom of Serbia|Montenegro|Samos|Aden|Cochin China|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Kelantan|Johore|Bali|Sulu Sultanate|Manjung (Dindings)|Transvaal (South African Republic)|French West Africa|Kiauchau|Samoa (Western Samoa) (German Samoa)|Southern Nigeria (Niger Coast Protectorate)|Northern Nigeria (British Nigeria)|Ascension I.|Congo (Brazzaville) (French Congo) (Middle Congo)|New Caledonia|Vanuatu (New Hebrides)|Andorra|Puerto Rico|Oman (Sultanate of Muscat and Oman)|Channel Is.|Lagos|Niger|St. Helena|Natal|Federated Malay States|Papua (British New Guinea)|Fiji|Macao|Orange Free State (Orange River Colony)|Weihaiwei|Malden I.|Norfolk I.|Faeroe Is.|Greenland|Bosnia-Herzegovina|Perim I.|Kenya (British East Africa Protectorate)|Maldive Islands|Hyderabad|Auckland Is.|Northeastern Rhodesia|Cayman Is.|Bahrain|Luxemburg|Monaco|Tonga (Haʻapai)|Alaska|Fanning I.|East Timor (Portuguese Timor)|Marshall Is.|Cocos (Keeling) Is.|Annam|Cambodia (Kampuchea)|Laos|Tonkin|Comoros|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Captaincy-general of north Africa,0.017269964078474715,0.03144843763089553,1119,709470523.5201055,733,259064821.8004865,226,428475077.6117835,117,23595139.9726387,3667,4967787508.695175
,1907,187,127,104,2,0,5840697829.20595,5914187688.893447,"British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malaysia (British Malaya)|Nepal|Nigeria|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Kenya (British East Africa Protectorate)|Uganda|German East Africa|Windward Is.|Philippines|Hong Kong|Hawaii (Sandwich Is.)|Guam|Straits Settlements|Aden|Northeastern Rhodesia|Cape Colony (Cape of Good Hope)|Luxemburg|Kwangtung Territory|Puerto Rico|Gibraltar|Greenland|Kwanchowan|Auckland Is.|Kingdom of Serbia|Montenegro|Fiji|Malta|Samos|Cochin China|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Kelantan|Johore|Bali|Sulu Sultanate|Manjung (Dindings)|Transvaal (South African Republic)|French West Africa|Kiauchau|Samoa (Western Samoa) (German Samoa)|Natal|Oman (Sultanate of Muscat and Oman)|Channel Is.|Niger|Ascension I.|St. Helena|Federated Malay States|Papua (British New Guinea)|Macao|Orange Free State (Orange River Colony)|Weihaiwei|Fanning I.|Malden I.|Norfolk I.|Alaska|Congo (Brazzaville) (French Congo) (Middle Congo)|East Timor (Portuguese Timor)|Marshall Is.|New Caledonia|Vanuatu (New Hebrides)|Bosnia-Herzegovina|Perim I.|Southern Nigeria (Niger Coast Protectorate)|Maldive Islands|Hyderabad|Northern Nigeria (British Nigeria)|Faeroe Is.|Andorra|Wallis and Futuna Is.|Bahrain|Gilbert and Ellice Is.|Monaco|Tonga (Haʻapai)|Cambodia (Kampuchea)|Cayman Is.|Cocos (Keeling) Is.|Annam|Laos|Tonkin|Comoros|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Captaincy-general of north Africa,0.017065970009770188,0.0310893610249065,1157,774270422.2101825,787,273661386.10815126,241,493370380.18324083,92,11112651.219097797,3887,5336214797.803604
,1908,183,127,104,2,0,5510838013.113817,5518920948.382914,"British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malaysia (British Malaya)|Nepal|Nigeria|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Philippines|Hong Kong|Hawaii (Sandwich Is.)|Guam|Straits Settlements|Aden|Malta|Northeastern Rhodesia|German East Africa|Kwangtung Territory|Kingdom of Serbia|Montenegro|Congo (Brazzaville) (French Congo) (Middle Congo)|Gibraltar|Samos|Puerto Rico|Cape Colony (Cape of Good Hope)|Transvaal (South African Republic)|Macao|French West Africa|Kiauchau|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Samoa (Western Samoa) (German Samoa)|Natal|Auckland Is.|Windward Is.|Greenland|Oman (Sultanate of Muscat and Oman)|Channel Is.|Southern Nigeria (Niger Coast Protectorate)|Northern Nigeria (British Nigeria)|Ascension I.|St. Helena|Kenya (British East Africa Protectorate)|Uganda|Federated Malay States|Papua (British New Guinea)|Fiji|Orange Free State (Orange River Colony)|Weihaiwei|Perim I.|Fanning I.|Norfolk I.|Alaska|Cochin China|East Timor (Portuguese Timor)|New Caledonia|Vanuatu (New Hebrides)|Luxemburg|Johore|Kelantan|Manjung (Dindings)|Malden I.|Bosnia-Herzegovina|Andorra|Maldive Islands|Faeroe Is.|Wallis and Futuna Is.|Bahrain|Gilbert and Ellice Is.|Monaco|Tonga (Haʻapai)|Cambodia (Kampuchea)|Marshall Is.|Annam|Tonkin|Comoros|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Hyderabad|Laos|Bali|Sulu Sultanate|Captaincy-general of north Africa,0.018621575342465755,0.033647167772804444,1186,740389098.0788438,790,251954423.64690205,233,474865680.37872666,83,9753066.60364996,3934,5026219266.131439
,1909,188,127,106,3,0,5865227391.505025,5820591162.240632,"British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|French Equatorial Africa|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malaysia (British Malaya)|Nepal|Nigeria|South Africa|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Aden|Gibraltar|Hong Kong|Philippines|Kingdom of Serbia|Straits Settlements|Puerto Rico|Auckland Is.|Hawaii (Sandwich Is.)|Guam|Malta|Northeastern Rhodesia|German East Africa|Fiji|Wallis and Futuna Is.|St. Helena|Ascension I.|Kwangtung Territory|Montenegro|Samos|French West Africa|Johore|Cochin China|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Kelantan|Trengganu|Natal|Manjung (Dindings)|Macao|Congo (Brazzaville) (French Congo) (Middle Congo)|Cape Colony (Cape of Good Hope)|Transvaal (South African Republic)|Luxemburg|Kiauchau|Samoa (Western Samoa) (German Samoa)|Oman (Sultanate of Muscat and Oman)|Channel Is.|Southern Nigeria (Niger Coast Protectorate)|Northern Nigeria (British Nigeria)|Orange Free State (Orange River Colony)|Eswatini (Swaziland)|Kenya (British East Africa Protectorate)|Uganda|Federated Malay States|Weihaiwei|Papua (British New Guinea)|Botswana (Bechuanaland)|Lesotho (Basutoland)|Monaco|New Caledonia|Tristan da Cunha|Andorra|Malden I.|Perim I.|Faeroe Is.|Windward Is.|Maldive Islands|Bahrain|Vanuatu (New Hebrides)|Greenland|Tonga (Haʻapai)|Niue I.|Alaska|Cambodia (Kampuchea)|Fanning I.|Norfolk I.|East Timor (Portuguese Timor)|Marshall Is.|Hyderabad|Annam|Laos|Tonkin|Sulu Sultanate|United Arab Emirates (Trucial Oman)|Comoros|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Captaincy-general of north Africa|Equatorial Guinea (Spanish Guinea),0.018337859858772405,0.03387823379376594,1222,766914265.2590603,812,219655829.2352244,245,459586626.4453197,83,13613333.579384034,4151,5392027431.48032
,1910,191,126,104,3,0,6464500881.282703,6386847373.726617,"British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malaysia (British Malaya)|Nepal|Nigeria|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Kingdom of Serbia|Montenegro|Philippines|Hong Kong|Puerto Rico|Hawaii (Sandwich Is.)|Guam|Aden|German East Africa|Gibraltar|Luxemburg|Malta|Turkey (Ottoman Empire)|Uganda|Cape Colony (Cape of Good Hope)|Transvaal (South African Republic)|Natal|French West Africa|St. Helena|Ascension I.|Kwangtung Territory|Northeastern Rhodesia|Barotseland_North_Western Rhodesia (Northwestern Rhodesia)|Andorra|Johore|Kelantan|Trengganu|Cochin China|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Kedah|Manjung (Dindings)|New Caledonia|Vanuatu (New Hebrides)|Samos|Straits Settlements|Macao|Maldive Islands|Fiji|Kiauchau|Samoa (Western Samoa) (German Samoa)|Oman (Sultanate of Muscat and Oman)|Channel Is.|Southern Nigeria (Niger Coast Protectorate)|Northern Nigeria (British Nigeria)|Orange Free State (Orange River Colony)|Eswatini (Swaziland)|Kenya (British East Africa Protectorate)|Federated Malay States|Weihaiwei|Papua (British New Guinea)|Botswana (Bechuanaland)|Lesotho (Basutoland)|Congo (Brazzaville) (French Congo) (Middle Congo)|Tristan da Cunha|Faeroe Is.|Perim I.|Bahrain|Manchuria|Greenland|Tonga (Haʻapai)|Niue I.|Alaska|Cambodia (Kampuchea)|Windward Is.|Fanning I.|Malden I.|Norfolk I.|East Timor (Portuguese Timor)|Marshall Is.|Monaco|Hyderabad|Annam|Laos|Tonkin|Sulu Sultanate|United Arab Emirates (Trucial Oman)|Comoros|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Captaincy-general of north Africa|Equatorial Guinea (Spanish Guinea),0.017904448707408423,0.03345016885133081,1251,831735279.4360043,735,209606474.33056304,342,574373947.0166092,74,19961088.829681173,4245,5870165845.436411
,1911,188,127,107,1,0,6931576552.446004,6863084272.148827,"British Oceania|Canary Is.|Ceuta & Melilla|Cyrenaica|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malaysia (British Malaya)|Nepal|Nigeria|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Kwangtung Territory|Hong Kong|Straits Settlements|Philippines|Hawaii (Sandwich Is.)|Guam|Aden|German East Africa|Gibraltar|Luxemburg|Malta|Montenegro|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Puerto Rico|Kingdom of Serbia|French West Africa|Macao|Channel Is.|Southern Nigeria (Niger Coast Protectorate)|Northern Nigeria (British Nigeria)|Ascension I.|St. Helena|Eswatini (Swaziland)|Kenya (British East Africa Protectorate)|Uganda|Federated Malay States|Weihaiwei|Papua (British New Guinea)|Fiji|Botswana (Bechuanaland)|Lesotho (Basutoland)|Wallis and Futuna Is.|Zambia (Northern Rhodesia)|Samos|Maldive Islands|Cochin China|Kiauchau|Samoa (Western Samoa) (German Samoa)|Windward Is.|Kwanchowan|Tristan da Cunha|Johore|Malden I.|Tonga (Haʻapai)|Perim I.|Oman (Sultanate of Muscat and Oman)|Kedah|Kelantan|Trengganu|Manjung (Dindings)|Bahrain|Faeroe Is.|Greenland|Alaska|Andorra|New Caledonia|Vanuatu (New Hebrides)|Niue I.|Cambodia (Kampuchea)|Norfolk I.|East Timor (Portuguese Timor)|Kerguelen Is.|Marshall Is.|Fanning I.|Annam|Tonkin|United Arab Emirates (Trucial Oman)|Monaco|Perlis|Sulu Sultanate|Hyderabad|Laos|Comoros|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Equatorial Guinea (Spanish Guinea)|Captaincy-general of north Africa,0.01783647649859281,0.034203569068076665,1363,945716745.7043068,781,205457044.78115535,297,575527129.6459745,83,22385235.732020646,4476,6333664187.06801
,1912,189,127,105,4,0,7562540796.28505,7502024470.962375,"British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malaysia (British Malaya)|Nepal|Nigeria|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",Northern Nigeria (British Nigeria)|Southern Nigeria (Niger Coast Protectorate)|Ascension I.|Gibraltar|Philippines|Hong Kong|Hawaii (Sandwich Is.)|Puerto Rico|Guam|Aden|German East Africa|Straits Settlements|Luxemburg|Malta|Montenegro|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Kingdom of Serbia|Tripolitania (Regency of Tripoli)|French West Africa|Channel Is.|St. Helena|Eswatini (Swaziland)|Kenya (British East Africa Protectorate)|Uganda|Federated Malay States|Papua (British New Guinea)|Fiji|Macao|Botswana (Bechuanaland)|Lesotho (Basutoland)|Weihaiwei|Zambia (Northern Rhodesia)|Wallis and Futuna Is.|Greenland|Samos|New Caledonia|Vanuatu (New Hebrides)|Kiauchau|Samoa (Western Samoa) (German Samoa)|Faeroe Is.|Kerguelen Is.|Johore|Malden I.|Tonga (Haʻapai)|Perim I.|Oman (Sultanate of Muscat and Oman)|Kedah|Kelantan|Trengganu|Cochin China|Manjung (Dindings)|Gilbert and Ellice Is.|Norfolk I.|Alaska|East Timor (Portuguese Timor)|Marshall Is.|Andorra|Bahrain|Maldive Islands|Kwangtung Territory|Windward Is.|Niue I.|Tokelau Is.|Cambodia (Kampuchea)|Cabinda (Portuguese Congo)|Annam|Tonkin|United Arab Emirates (Trucial Oman)|Perlis|Sulu Sultanate|Hyderabad|Laos|Comoros|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Equatorial Guinea (Spanish Guinea)|Captaincy-general of north Africa,0.01839892538392984,0.036561614730878184,1526,1025589453.8416799,780,237671096.41647574,360,637675401.905415,91,18830339.350604095,4594,6906035055.029028
